# Sample generated by Stan
# stan_version_major=2
# stan_version_minor=21
# stan_version_patch=0
# init=random
# enable_random_init=1
# seed=1608633694
# chain_id=4
# iter=2000
# warmup=1000
# save_warmup=1
# thin=1
# refresh=200
# stepsize=1
# stepsize_jitter=0
# adapt_engaged=1
# adapt_gamma=0.05
# adapt_delta=0.8
# adapt_kappa=0.75
# adapt_t0=10
# max_treedepth=10
# sampler_t=NUTS(diag_e)
# sample_file=./vaccine_4.csv
# append_samples=0
#
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,VE,theta
-10.6377,0.990672,0.454913,2,3,0,11.3966,0.813101,0.157469
-10.6,1,0.730293,1,1,0,10.7274,0.81803,0.153955
-10.6,0.00333098,1.19075,1,1,0,10.6188,0.81803,0.153955
-11.6479,0.948474,0.186986,2,7,0,11.7658,0.9105,0.0821476
-11.2577,1,0.271075,1,1,0,11.6127,0.899649,0.0911995
-10.6035,1,0.440502,1,1,0,11.0462,0.864731,0.119152
-10.6035,1.73743e-05,0.711319,1,1,0,11.3299,0.864731,0.119152
-10.7142,0.997249,0.116549,3,7,0,10.8064,0.874586,0.111438
-10.6427,0.9997,0.187426,2,3,0,10.7314,0.868745,0.116026
-10.8809,0.968698,0.301261,2,3,0,11.0167,0.884596,0.103464
-12.7739,0.694169,0.449087,1,3,0,12.8763,0.694582,0.233962
-10.7256,1,0.361519,2,3,0,11.9888,0.80366,0.164117
-10.5942,1,0.57407,1,1,0,10.7172,0.818862,0.153359
-10.5942,0.266991,0.906538,2,3,0,10.6038,0.818862,0.153359
-10.5101,0.888899,0.286529,2,3,0,11.6058,0.843274,0.135491
-10.5145,0.949164,0.354845,2,3,0,10.8035,0.847488,0.13233
-11.0708,0.725954,0.499335,1,1,0,11.075,0.776977,0.182354
-10.6213,1,0.433127,1,1,0,10.8979,0.815149,0.156012
-10.6213,0.364441,0.675991,1,1,0,11.0202,0.815149,0.156012
-10.725,0.981283,0.271801,1,1,0,10.7266,0.803717,0.164078
-10.5608,1,0.406726,1,1,0,10.6695,0.824315,0.149432
-10.51,1,0.630239,1,1,0,10.5243,0.842862,0.135799
-10.51,0.790957,0.971919,1,1,0,10.5217,0.842862,0.135799
-10.5321,0.959478,0.965697,1,1,0,10.555,0.853541,0.127749
-10.5321,0.044754,1.35995,1,1,0,10.8231,0.853541,0.127749
-10.9674,0.928604,0.290239,1,3,0,11.1376,0.888705,0.100149
-10.9674,0.834499,0.384665,1,1,0,11.6587,0.888705,0.100149
-10.563,0.951792,0.419607,2,3,0,11.3204,0.859431,0.123245
-10.7362,0.885229,0.580046,1,1,0,10.7364,0.802645,0.164825
-10.7362,0.017549,0.698758,1,1,0,11.7618,0.802645,0.164825
-10.5543,0.991894,0.147225,1,3,0,10.9623,0.825553,0.148536
-12.0603,0.865198,0.22052,2,5,0,12.573,0.919353,0.0746284
-11.9665,1,0.25574,1,1,0,12.1542,0.91751,0.0762039
-10.7418,1,0.386628,1,3,0,11.7186,0.876513,0.109914
-10.6727,0.95417,0.582153,1,3,0,10.7013,0.809084,0.16031
-12.8175,0.111261,0.798124,1,1,0,13.0423,0.93168,0.063951
-12.6843,1,0.210834,3,7,0,12.8865,0.929778,0.0656141
-12.6843,0.876106,0.316469,1,1,0,13.9846,0.929778,0.0656141
-13.1303,0.941928,0.372482,1,1,0,13.3874,0.935802,0.0603249
-10.6062,0.800742,0.496798,1,3,0,12.22,0.865038,0.118913
-10.8119,0.933306,0.504319,2,3,0,10.8496,0.880871,0.106448
-10.8119,0.0535531,0.658979,1,1,0,11.1593,0.880871,0.106448
-10.5697,0.991774,0.161826,1,3,0,11.1277,0.860435,0.122472
-10.5299,0.984335,0.236746,1,3,0,10.7988,0.831206,0.144418
-10.5188,1,0.340379,1,1,0,10.5277,0.835003,0.141629
-10.5413,0.874457,0.502324,2,3,0,10.7106,0.855601,0.126179
-10.7182,0.878175,0.584611,1,1,0,10.7203,0.804381,0.163613
-10.5272,1,0.684167,1,1,0,10.5537,0.852271,0.128714
-10.5272,1.31805e-10,1.00154,1,1,0,10.841,0.852271,0.128714
-10.5719,0.981326,0.231882,3,7,0,10.8865,0.860754,0.122227
-10.5667,0.912543,0.32843,2,3,0,11.2836,0.859999,0.122808
-10.5165,1,0.409077,2,3,0,10.5664,0.836051,0.140856
-10.5165,0.148954,2.38496,1,1,0,10.9257,0.836051,0.140856
-10.5165,5.97114e-180,7.30125,1,1,0,10.9649,0.836051,0.140856
-10.5372,0.990995,0.780062,2,3,0,10.6074,0.829288,0.145819
-10.8474,0.965892,0.830369,2,3,0,10.9099,0.793012,0.171492
-11.8685,0.875329,1.04665,2,3,0,11.8969,0.733658,0.210324
-11.5604,1,1.14362,2,3,0,12.133,0.748855,0.200732
-13.672,0.271187,1.94375,1,3,0,13.8141,0.942011,0.0548108
-13.0006,0.998455,0.359523,1,3,0,13.944,0.934148,0.0617833
-11.4916,0.991178,0.644174,1,3,0,13.5362,0.906524,0.085485
-11.9437,0.921652,1.15774,1,1,0,12.0506,0.91705,0.076596
-13.8028,0.422643,1.69379,1,1,0,13.811,0.655816,0.256054
-10.7073,1,0.515827,2,7,0,13.6409,0.874079,0.111838
-10.5119,0.960425,0.979602,2,3,0,11.0723,0.838979,0.138689
-11.3361,0.494005,1.64292,2,3,0,11.3371,0.902099,0.0891708
-11.5102,0.964326,0.642145,2,3,0,12.235,0.907021,0.0850694
-12.0091,0.923429,1.09308,1,1,0,12.083,0.918359,0.0754786
-10.5942,1,1.63253,1,1,0,11.3884,0.863654,0.119986
-10.5942,4.08229e-227,3.06733,1,1,0,11.8019,0.863654,0.119986
-10.5621,0.999466,0.275919,3,11,0,10.6907,0.824069,0.14961
-10.5264,0.982804,0.52088,2,5,0,10.993,0.852028,0.128898
-12.2788,0.843346,0.927017,2,3,0,12.5988,0.715146,0.221702
-11.931,1,1.08277,1,1,0,12.6373,0.730729,0.212146
-12.5412,0.497771,1.99763,1,3,0,12.6486,0.927626,0.0674899
-12.7048,0.981205,0.847565,3,7,0,12.7048,0.697361,0.232327
-10.5116,1,1.47004,1,1,0,11.423,0.845458,0.133856
-11.1883,0.263661,2.66583,1,1,0,11.9182,0.769584,0.187267
-11.1236,0.986332,0.594435,2,3,0,11.4998,0.773587,0.184614
-10.5134,1,1.03517,1,3,0,11.0342,0.837794,0.139567
-10.5134,0.479995,1.85534,1,1,0,10.9137,0.837794,0.139567
-10.5229,0.999281,0.783311,3,7,0,10.5246,0.850976,0.129696
-10.7272,0.922713,1.39095,1,1,0,10.7273,0.875512,0.110706
-10.7272,7.36441e-05,1.98726,1,1,0,11.6612,0.875512,0.110706
-10.6845,0.99615,0.235114,3,15,0,11.5478,0.807815,0.161204
-11.0464,0.993193,0.412251,4,15,0,11.0497,0.892047,0.0974349
-11.0162,1,0.71071,1,1,0,11.079,0.890811,0.0984407
-10.5436,1,1.23652,2,3,0,10.9542,0.827775,0.146922
-10.942,0.61062,2.13254,1,1,0,11.2058,0.785825,0.176396
-11.5948,0.860584,1.33095,2,3,0,11.6771,0.909197,0.0832439
-11.5948,0.688064,1.58994,1,3,0,12.8835,0.909197,0.0832439
-10.5104,0.924809,1.22013,1,3,0,11.4655,0.840811,0.137328
-10.5589,0.969356,1.71095,1,1,0,10.5595,0.858788,0.123738
-10.5589,0.404874,2.66946,1,1,0,10.8659,0.858788,0.123738
-10.9225,0.967979,1.01315,2,3,0,10.9351,0.787249,0.175428
-10.7236,1,1.57091,2,3,0,10.8357,0.803859,0.163978
-10.7236,0.0333715,2.61827,1,1,0,10.8898,0.803859,0.163978
-11.8192,0.978042,0.409875,3,7,0,11.8651,0.736003,0.208859
-11.4764,1,0.649096,1,1,0,11.8055,0.753259,0.197909
-11.1802,0.656363,1.07667,1,3,0,13.0698,0.897048,0.0933426
-10.9435,1,0.780292,1,1,0,11.1575,0.887624,0.101024
-10.5901,1,1.28353,1,1,0,10.8357,0.863149,0.120377
-10.6689,0.471572,2.09708,1,3,0,10.7241,0.8095,0.160017
-10.6689,5.07058e-138,11.542,1,1,0,10.9851,0.8095,0.160017
-10.6689,0.00289581,1.46727,1,1,0,12.1883,0.8095,0.160017
-10.5102,1,0.123957,5,31,0,10.6682,0.843646,0.135213
-11.872,0.994064,0.151532,4,19,0,11.8728,0.733491,0.210428
-11.8904,0.999841,0.218095,2,3,0,11.9128,0.732626,0.210967
-11.7188,1,0.355536,1,1,0,11.8959,0.74087,0.205801
-12.3054,0.882543,0.619262,1,1,0,12.3963,0.713996,0.222397
-10.9377,1,0.775828,1,1,0,11.9066,0.786138,0.176183
-10.5464,1,1.43593,1,1,0,10.7271,0.827168,0.147363
-10.5464,3.39524e-05,2.6927,1,1,0,11.0596,0.827168,0.147363
-10.7345,0.992875,0.215677,3,11,0,11.3806,0.876018,0.110306
-10.7518,0.999251,0.4014,1,1,0,10.756,0.877177,0.109387
-11.3525,0.844995,0.762919,1,3,0,12.5323,0.760021,0.193535
-10.8098,1,0.893942,1,1,0,11.205,0.796096,0.169369
-10.894,0.97257,1.69462,1,3,0,10.896,0.885254,0.102935
-10.894,0.292641,2.93254,1,1,0,12.0762,0.885254,0.102935
-10.7414,1,0.631837,2,3,0,10.8779,0.876486,0.109935
-10.7601,0.992897,1.19022,2,3,0,10.7638,0.800437,0.166363
-10.7601,0.0121336,2.17502,1,1,0,11.0058,0.800437,0.166363
-10.7768,0.999726,0.21155,2,3,0,10.7882,0.798937,0.167404
-10.6872,0.994513,0.396776,2,3,0,10.9168,0.807528,0.161406
-10.9508,0.943681,0.725692,1,1,0,10.9524,0.785187,0.176828
-10.5168,0.922124,1.13384,2,3,0,11.0576,0.835905,0.140963
-10.5367,0.980888,1.65276,1,1,0,10.5509,0.829397,0.145739
-10.5367,5.23917e-05,2.83196,1,1,0,11.1825,0.829397,0.145739
-10.7749,0.995559,0.29878,3,7,0,10.7882,0.799112,0.167283
-11.8138,0.920371,0.536508,2,3,0,11.955,0.736259,0.208699
-10.6083,0.877674,0.773778,1,3,0,12.562,0.865268,0.118734
-10.85,0.909678,0.985836,2,3,0,11.522,0.882987,0.104756
-12.2715,0.402595,1.36557,1,1,0,12.2864,0.71546,0.221511
-11.7042,1,0.47464,1,1,0,12.2081,0.741593,0.205345
-10.5163,1,0.8391,1,3,0,11.5111,0.836172,0.140767
-10.5163,0.0343425,1.4697,1,1,0,11.395,0.836172,0.140767
-10.5415,0.999542,0.197322,2,7,0,10.5721,0.828254,0.146573
-10.7599,0.982534,0.346052,2,5,0,11.1919,0.800454,0.166351
-10.6711,1,0.575382,1,1,0,10.7496,0.809252,0.160192
-10.5841,1,0.992948,1,1,0,10.6569,0.820394,0.15226
-10.6886,0.905273,1.69907,1,1,0,10.6897,0.872651,0.112963
-10.6886,0.117456,2.26488,1,1,0,10.6891,0.872651,0.112963
-10.6785,0.999464,0.409644,2,3,0,10.7216,0.871842,0.113599
-10.5642,0.971757,0.696024,2,3,0,11.0133,0.85961,0.123107
-10.5164,1,1.095,1,1,0,10.5465,0.84846,0.131598
-13.0723,0.13419,1.83506,1,1,0,13.3335,0.935072,0.0609695
-12.8823,0.997157,0.363787,3,7,0,13.652,0.932571,0.0631691
-12.964,0.985521,0.605611,3,7,0,13.719,0.933668,0.0622062
-11.8778,1,0.97306,2,3,0,12.8503,0.915683,0.0777601
-12.291,0.77194,1.60808,1,1,0,12.3192,0.714618,0.222021
-12.291,0.0952635,1.53048,1,3,0,12.6464,0.714618,0.222021
-12.2117,1,0.292591,1,1,0,12.3273,0.718067,0.219928
-11.8085,0.960717,0.48238,2,3,0,12.9441,0.736514,0.208539
-13.6654,0.559968,0.720512,1,1,0,13.7794,0.660759,0.253309
-15.1983,0.817058,0.421417,1,1,0,15.2129,0.608457,0.281373
-15.3523,0.974597,0.44956,1,1,0,15.8947,0.603488,0.28393
-15.2476,1,0.687963,1,1,0,16.7056,0.606862,0.282196
-13.4732,1,1.10951,2,3,0,13.7273,0.939853,0.0567347
-10.9753,1,1.77854,1,1,0,11.2205,0.783445,0.178007
-10.9753,1.8569e-06,2.83418,1,1,0,11.0674,0.783445,0.178007
-10.5116,0.957932,0.478078,2,7,0,11.7461,0.839245,0.138492
-10.5436,0.995783,0.695207,2,7,0,10.5534,0.827784,0.146915
-10.522,0.858179,1.09426,2,3,0,10.8862,0.850679,0.129921
-10.522,3.70963e-05,1.26555,1,1,0,13.4697,0.850679,0.129921
-10.5348,0.999709,0.223621,4,15,0,10.5728,0.854195,0.127251
-10.5331,1,0.354415,1,1,0,10.5351,0.85379,0.127559
-10.8068,0.961939,0.55904,1,3,0,11.0336,0.880577,0.106683
-10.807,0.999978,0.808254,1,1,0,10.8622,0.880585,0.106677
-10.7614,1,1.26222,1,1,0,10.9,0.877802,0.108891
-10.9551,0.826088,1.96139,1,1,0,11.3223,0.888151,0.100597
-10.9551,4.52198e-25,2.09971,1,1,0,11.5225,0.888151,0.100597
-11.0175,0.99966,0.395316,3,7,0,11.0188,0.890862,0.0983987
-10.9881,1,0.613162,1,1,0,11.0526,0.889614,0.0994125
-10.5235,0.966814,0.947202,1,3,0,11.019,0.833223,0.142938
-10.6574,0.911878,1.35974,1,1,0,10.6818,0.810783,0.159111
-10.6574,0.0500468,1.73652,1,1,0,11.5517,0.810783,0.159111
-11.0512,0.94753,0.378593,2,7,0,12.3084,0.89224,0.0972775
-10.7809,0.999929,0.521964,2,3,0,11.0733,0.879027,0.107918
-10.6792,1,0.797613,1,1,0,10.7724,0.871901,0.113553
-10.516,0.766331,1.21373,2,3,0,11.1621,0.848272,0.13174
-10.51,0.985111,1.15058,2,3,0,10.546,0.842568,0.136018
-10.51,0.0870099,1.68923,1,1,0,11.8159,0.842568,0.136018
-10.5315,0.999165,0.414532,2,7,0,10.5318,0.85341,0.127849
-10.511,0.992098,0.626433,3,7,0,10.6499,0.839862,0.138034
-10.5202,0.87541,0.929818,2,3,0,11.1744,0.850021,0.130419
-10.7968,0.927176,1.0939,1,3,0,10.8112,0.797198,0.168608
-10.9757,0.854432,1.42136,1,1,0,11.2659,0.78342,0.178024
-10.9757,0.0175471,1.59966,2,3,0,12.3369,0.78342,0.178024
-11.8386,0.983883,0.356992,3,7,0,11.8395,0.735077,0.209438
-11.8739,0.994833,0.517999,1,1,0,12.0285,0.733401,0.210484
-11.2202,1,0.7649,1,1,0,11.7666,0.767668,0.18853
-11.1021,1,1.13659,1,1,0,11.4814,0.774954,0.183704
-10.5249,1,1.68286,1,1,0,10.7119,0.832755,0.143282
-10.5249,4.01292e-05,2.4829,1,1,0,12.2946,0.832755,0.143282
-11.1372,0.844612,0.5567,1,3,0,12.7369,0.895519,0.094597
-11.5629,0.917453,0.614814,2,3,0,12.5419,0.908391,0.0839209
-10.7104,0.989147,0.77705,2,7,0,11.4405,0.805155,0.163072
-10.5121,0.982469,1.11961,2,3,0,10.7226,0.838754,0.138856
-11.1044,0.549402,1.58837,1,1,0,11.2826,0.774806,0.183803
-11.6045,0.881031,1.01229,2,3,0,11.8622,0.746591,0.202176
-10.5431,1,1.18933,1,1,0,11.0372,0.82789,0.146838
-10.7134,0.820922,1.73392,1,1,0,10.8401,0.804858,0.163279
-10.7134,0.608906,1.81964,1,1,0,10.7651,0.804858,0.163279
-10.7134,4.23541e-144,12.8556,1,3,1,10.7147,0.804858,0.163279
-10.6602,1,1.75979,1,1,0,10.8354,0.810472,0.15933
-10.6602,0.0001273,2.21046,1,1,0,11.76,0.810472,0.15933
-10.6452,1,0.19313,2,3,0,10.6615,0.812209,0.158101
-10.5769,0.987707,0.2877,2,7,0,11.5307,0.861438,0.121699
-10.9408,0.973568,0.457037,2,7,0,11.464,0.887497,0.101126
-10.7398,0.994472,0.737976,2,3,0,11.061,0.876381,0.110019
-10.7398,0.332501,1.31835,1,1,0,11.7557,0.876381,0.110019
-10.5119,0.99848,0.297416,2,7,0,10.9013,0.83899,0.138681
-10.5328,0.998905,0.553948,2,7,0,10.5328,0.83042,0.144993
-10.5113,0.925237,1.04243,2,3,0,10.8708,0.845135,0.134098
-10.5113,0.0825928,1.5598,2,3,0,11.7548,0.845135,0.134098
-10.5699,0.999518,0.16632,3,15,0,10.6247,0.860456,0.122456
-10.5256,0.984291,0.317919,2,7,0,11.677,0.832508,0.143463
-10.9438,0.944802,0.577276,2,5,0,11.2915,0.785692,0.176486
-10.5299,1,0.92313,1,3,0,10.8486,0.831207,0.144416
-10.5773,0.956108,1.7383,1,1,0,10.6133,0.821469,0.151486
-10.5773,8.26045e-07,2.84114,1,1,0,12.5128,0.821469,0.151486
-10.8128,0.988417,0.260331,3,11,0,11.5534,0.880923,0.106406
-10.857,0.997816,0.472775,1,1,0,10.8598,0.883355,0.10446
-10.903,0.997456,0.874784,2,3,0,10.9529,0.8857,0.102576
-12.0453,0.576911,1.60115,1,1,0,12.2647,0.919064,0.0748761
-12.2234,0.980088,0.854686,1,1,0,12.3815,0.922361,0.0720452
-10.5118,0.729703,1.47411,1,3,0,11.3626,0.84565,0.133712
-11.3632,0.69241,1.23204,2,3,0,11.7657,0.759427,0.193921
-10.7288,1,0.929451,2,3,0,11.2027,0.875621,0.11062
-10.5101,1,1.67171,1,1,0,10.5808,0.841362,0.136918
-10.5101,3.97726e-24,2.9773,1,1,0,11.1272,0.841362,0.136918
-10.5254,0.998151,0.331845,2,7,0,10.6074,0.832599,0.143396
-11.1007,0.854177,0.590335,1,3,0,12.6988,0.894166,0.0957053
-10.88,1,0.703567,1,1,0,11.0781,0.884551,0.1035
-10.5983,0.975166,1.23837,2,3,0,10.8954,0.864139,0.11961
-10.5983,2.0009e-63,2.02105,1,1,0,12.9555,0.864139,0.11961
-10.667,0.999215,0.246824,2,5,0,10.6775,0.87089,0.114347
-10.5773,0.998827,0.431238,1,3,0,10.7129,0.861498,0.121653
-10.5713,0.999726,0.746028,3,7,0,10.5836,0.86067,0.122291
-10.7072,0.946211,1.28251,1,1,0,10.7256,0.874072,0.111844
-10.7072,0.244941,1.90553,1,1,0,10.806,0.874072,0.111844
-10.9824,0.982778,0.47099,1,3,0,11.1175,0.889365,0.0996142
-10.539,0.997446,0.768696,2,7,0,10.9251,0.82884,0.146145
-10.592,0.935122,1.29206,2,3,0,10.6927,0.86339,0.120191
-10.592,0.00449919,1.84497,1,1,0,11.1205,0.86339,0.120191
-11.0436,0.990162,0.262003,2,7,0,11.5225,0.891934,0.0975267
-11.094,0.9981,0.430932,1,1,0,11.0997,0.893911,0.0959137
-11.2919,0.993397,0.717457,2,3,0,11.3065,0.900739,0.0902982
-10.8084,1,1.17241,2,3,0,11.1407,0.796219,0.169284
-10.7304,1,1.93313,1,1,0,11.039,0.803203,0.164437
-10.7304,0.000889918,3.16543,1,1,0,10.7305,0.803203,0.164437
-10.7238,1,0.480909,1,1,0,10.7435,0.80384,0.163992
-10.6865,1,0.789472,2,3,0,10.7421,0.807604,0.161352
-10.6115,1,1.2874,1,1,0,10.7016,0.81644,0.155091
-10.6115,0.12076,2.0858,1,1,0,10.8915,0.81644,0.155091
-10.6208,0.999404,0.440129,1,1,0,10.6237,0.815214,0.155965
-10.9973,0.950517,0.712465,2,3,0,11.1718,0.781916,0.179039
-10.5133,1,1.0252,1,3,0,10.8536,0.837844,0.13953
-10.9851,0.651248,1.64274,1,1,0,11.0951,0.782757,0.178472
-12.203,0.471824,1.19239,1,1,0,12.5493,0.718446,0.219698
-11.5461,1,0.581289,1,1,0,12.1116,0.749594,0.20026
-12.0638,0.81472,0.926402,1,1,0,12.3612,0.724643,0.215906
-12.4297,0.84118,0.974236,1,1,0,13.0274,0.708702,0.225585
-11.2701,1,1.08521,1,1,0,12.174,0.764725,0.190464
-11.1926,0.371904,1.70861,2,3,0,11.9585,0.769323,0.187439
-11.7521,0.964839,0.682776,2,3,0,11.7708,0.739242,0.206827
-10.5547,1,0.993602,1,3,0,11.3408,0.825475,0.148592
-10.5547,0.295176,1.55272,1,3,0,11.6866,0.825475,0.148592
-10.8254,0.974706,0.535003,2,7,0,10.9871,0.794801,0.170262
-10.7982,1,0.790953,1,1,0,10.8728,0.797079,0.16869
-11.1342,0.824523,1.2282,1,1,0,11.3013,0.772922,0.185056
-11.5658,0.825271,1.31225,2,3,0,11.8217,0.908465,0.0838588
-11.5319,1,1.40316,2,3,0,11.6511,0.907592,0.0845914
-12.4614,0.158576,2.15643,1,1,0,13.3737,0.707371,0.226383
-12.2638,1,0.57822,1,1,0,12.6154,0.715795,0.221308
-11.0572,1,0.888635,1,1,0,11.9056,0.777874,0.181754
-11.0572,0.0352709,1.35954,1,1,0,12.8045,0.777874,0.181754
-11.1118,0.997849,0.289995,3,7,0,11.2764,0.774337,0.184115
-10.6383,0.989222,0.442273,2,7,0,11.4488,0.813026,0.157521
-11.0222,0.804702,0.660015,1,3,0,12.799,0.891061,0.0982372
-10.5288,0.982536,0.677335,1,3,0,11.3354,0.852688,0.128397
-10.7274,0.959834,0.99122,1,3,0,10.736,0.875524,0.110697
-10.6034,0.994501,1.38133,2,3,0,10.6938,0.864727,0.119154
-10.6034,0.187579,2.05489,1,1,0,10.6808,0.864727,0.119154
-11.0801,0.946265,0.621924,1,3,0,11.335,0.893376,0.0963505
-10.7733,1,0.841668,1,1,0,11.0327,0.878555,0.108293
-10.9825,0.92978,1.26121,1,1,0,11.0599,0.88937,0.0996098
-10.5151,1,1.64278,1,1,0,10.7022,0.847841,0.132064
-10.5151,2.67385e-110,2.44461,1,1,0,12.4045,0.847841,0.132064
-10.7925,0.943349,0.529684,1,3,0,11.5396,0.797573,0.168349
-10.5125,0.958936,0.708212,2,3,0,11.2342,0.846202,0.133297
-10.5613,0.98919,0.972855,1,3,0,10.5647,0.859168,0.123447
-10.9119,0.845626,1.41127,1,1,0,10.9341,0.88613,0.102229
-10.5325,1,1.55576,1,1,0,10.7175,0.853653,0.127664
-10.5325,0.388916,2.29074,1,1,0,10.7976,0.853653,0.127664
-10.5325,0.81475,1.07047,1,3,0,11.3529,0.853653,0.127664
-10.7373,0.898435,1.11381,2,3,0,11.0359,0.802541,0.164899
-10.8111,0.963898,1.35319,2,3,0,10.8941,0.880822,0.106487
-10.8111,0.0515522,1.85236,1,1,0,11.0642,0.880822,0.106487
-11.915,0.975897,0.471532,3,7,0,11.9747,0.916461,0.0770982
-11.9159,0.999936,0.660941,1,1,0,12.0382,0.91648,0.0770824
-12.0472,0.980649,0.965243,1,1,0,12.2657,0.919102,0.0748432
-11.503,1,1.35678,1,1,0,12.1777,0.906831,0.0852287
-11.503,0.318078,1.9696,1,1,0,13.273,0.906831,0.0852287
-10.5201,0.9497,0.833318,2,7,0,12.1307,0.834484,0.142011
-10.5139,0.708501,1.10396,2,3,0,11.5289,0.837474,0.139804
-10.5112,0.999398,0.947746,2,3,0,10.5183,0.839701,0.138153
-10.5112,0.075372,1.36796,1,1,0,11.715,0.839701,0.138153
-10.5364,0.998367,0.381803,2,7,0,10.5747,0.854546,0.126984
-10.6299,0.990736,0.550406,1,3,0,10.6811,0.867514,0.116987
-11.3005,0.935503,0.780627,3,7,0,11.3819,0.901009,0.0900748
-10.5517,0.818965,1.00215,2,3,0,12.9169,0.826057,0.14817
-11.5061,0.769291,1.04738,1,3,0,11.5061,0.75169,0.198917
-11.5061,0.550245,1.00358,1,1,0,12.5164,0.75169,0.198917
-11.5384,0.993864,0.657771,1,1,0,11.6939,0.749994,0.200004
-11.3029,1,0.93101,1,1,0,11.6794,0.762831,0.191703
-11.3029,0.285308,1.32829,1,1,0,12.4893,0.762831,0.191703
-11.8612,0.928009,0.554524,1,1,0,11.8614,0.734003,0.210109
-11.1819,1,0.698987,1,1,0,11.7328,0.769975,0.187009
-11.6264,0.829241,0.994331,1,1,0,11.8399,0.745479,0.202883
