# Sample generated by Stan
# stan_version_major=2
# stan_version_minor=21
# stan_version_patch=0
# init=random
# enable_random_init=1
# seed=1608633694
# chain_id=2
# iter=2000
# warmup=1000
# save_warmup=1
# thin=1
# refresh=200
# stepsize=1
# stepsize_jitter=0
# adapt_engaged=1
# adapt_gamma=0.05
# adapt_delta=0.8
# adapt_kappa=0.75
# adapt_t0=10
# max_treedepth=10
# sampler_t=NUTS(diag_e)
# sample_file=./vaccine_2.csv
# append_samples=0
#
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,VE,theta
-10.5583,0.833038,1.5275,2,3,0,11.7374,0.858693,0.123812
-11.0492,0.7438,1.72678,1,1,0,11.0495,0.778402,0.1814
-10.9436,0.975273,1.49418,2,3,0,11.2239,0.785709,0.176474
-10.9436,0.182533,2.57085,1,1,0,10.97,0.785709,0.176474
-10.6269,0.988073,0.429248,1,3,0,11.3414,0.814434,0.156521
-10.5846,1,0.768315,2,3,0,10.622,0.820317,0.152315
-11.2576,0.723019,1.40981,1,1,0,11.2869,0.765457,0.189984
-10.6488,0.920669,1.16068,1,3,0,11.6236,0.869304,0.115589
-10.5451,0.981698,1.67855,2,3,0,10.6525,0.827454,0.147155
-10.5451,3.82621e-27,2.86378,1,1,0,12.2509,0.827454,0.147155
-10.6852,0.997917,0.314545,3,9,0,10.7621,0.87238,0.113176
-11.3951,0.9758,0.564166,2,7,0,11.5482,0.757662,0.195066
-11.8444,0.962208,0.943219,2,3,0,11.9641,0.734798,0.209612
-10.5117,1,1.50695,1,1,0,11.1466,0.839095,0.138603
-10.5117,0.254794,2.64516,1,1,0,10.6651,0.839095,0.138603
-10.893,0.963582,0.628206,3,7,0,11.4665,0.885202,0.102976
-10.9116,0.997072,0.999138,2,7,0,10.9221,0.788058,0.174878
-10.8097,1,1.72249,1,1,0,11.0622,0.796106,0.169362
-10.8097,0.00105085,2.96656,1,1,0,11.2658,0.796106,0.169362
-10.7355,0.993185,0.381678,3,7,0,11.2521,0.802716,0.164777
-10.7903,0.994476,0.647925,1,1,0,10.7958,0.797764,0.168217
-10.5105,0.996642,1.09454,1,3,0,10.8027,0.844145,0.13484
-10.5105,0.0136452,1.84438,1,1,0,11.6892,0.844145,0.13484
-10.5234,0.998866,0.26126,3,11,0,10.6782,0.851126,0.129582
-10.515,0.999803,0.443855,1,3,0,10.532,0.847764,0.132122
-11.1681,0.893508,0.749914,1,3,0,12.0947,0.770821,0.186449
-11.4035,0.939739,0.968376,1,1,0,11.5088,0.757199,0.195366
-13.3382,0.284431,1.39453,1,1,0,14.0118,0.672791,0.246539
-13.335,1,0.408483,2,3,0,13.4852,0.672911,0.246471
-13.917,0.965707,0.680473,2,3,0,14.1755,0.651753,0.258296
-11.0841,1,1.03698,1,1,0,12.9726,0.776115,0.18293
-15.2803,0.0122348,1.7043,1,1,0,17.4616,0.605806,0.28274
-15.2803,2.88285e-12,2.1695,1,1,0,15.3161,0.605806,0.28274
-15.2803,4.28733e-111,5.06592,1,1,0,15.2976,0.605806,0.28274
-17.6841,0.518051,0.499496,1,1,0,18.1848,0.532536,0.318552
-16.953,0.998691,0.14403,2,3,0,17.8845,0.554033,0.308421
-12.0455,0.999909,0.17689,3,7,0,17.0161,0.725472,0.215396
-11.5391,1,0.260433,3,7,0,12.0637,0.749958,0.200027
-10.9777,0.996766,0.426409,2,3,0,11.6312,0.783279,0.178119
-11.0011,0.993076,0.737072,1,1,0,11.1224,0.781651,0.179217
-11.2389,0.849632,1.30873,2,3,0,11.2443,0.899034,0.0917066
-11.2389,0.228268,1.51016,1,1,0,11.4205,0.899034,0.0917066
-11.4537,0.997212,0.24673,2,3,0,11.4558,0.905493,0.0863463
-11.3085,1,0.462342,2,3,0,11.4545,0.901257,0.0898693
-12.4201,0.937342,0.878068,2,3,0,12.4312,0.925703,0.0691589
-12.4835,0.975956,1.36992,1,1,0,13.427,0.926722,0.0682751
-12.4835,0.0761441,2.40742,1,3,0,13.1784,0.926722,0.0682751
-10.6816,0.990543,0.259145,3,9,0,14.3898,0.872094,0.113401
-10.5337,0.970535,0.480268,2,5,0,11.3406,0.830168,0.145177
-11.8088,0.666857,0.831626,2,3,0,12.9111,0.9142,0.0790197
-12.0095,0.985127,0.569752,1,1,0,12.0617,0.918366,0.0754733
-11.5246,1,1.02344,1,1,0,12.1041,0.9074,0.0847516
-11.5246,8.10713e-19,1.90516,1,1,0,11.8076,0.9074,0.0847516
-11.3114,0.999115,0.182629,2,5,0,11.7301,0.901345,0.0897959
-11.8143,0.98221,0.340884,1,3,0,12.0212,0.91432,0.078918
-11.9445,0.989229,0.599737,1,1,0,12.031,0.917066,0.0765825
-10.6432,0.697461,1.06682,2,3,0,11.5737,0.812443,0.157935
-10.769,0.959799,0.816636,1,1,0,10.7932,0.799635,0.16692
-10.769,0.476055,1.32058,2,3,0,11.1338,0.799635,0.16692
-10.6533,1,0.54442,1,1,0,10.7525,0.811252,0.158779
-10.6533,0.0816284,0.980297,1,1,0,12.5374,0.811252,0.158779
-10.6724,0.999917,0.138377,3,7,0,10.6774,0.809111,0.160291
-10.6707,1,0.249534,1,1,0,10.6762,0.809298,0.160159
-10.5125,0.996547,0.445719,3,7,0,10.8058,0.846187,0.133308
-11.3306,0.839506,0.781295,2,3,0,11.9718,0.761258,0.192729
-10.8522,0.530749,0.892004,2,3,0,13.1448,0.883103,0.104662
-10.6382,0.996678,0.448302,2,3,0,10.9623,0.868318,0.11636
-10.7526,0.967406,0.775444,2,3,0,10.9739,0.877233,0.109343
-12.1354,0.558171,1.23193,1,1,0,12.1995,0.920768,0.0734155
-12.0574,1,0.673639,1,1,0,12.2927,0.919298,0.0746754
-10.5379,0.563502,1.15643,2,3,0,11.3732,0.829111,0.145948
-10.5532,0.997173,0.647135,1,1,0,10.5549,0.825754,0.14839
-10.5345,1,1.09418,1,1,0,10.5563,0.829971,0.14532
-10.5345,0.0050455,1.84855,1,1,0,11.062,0.829971,0.14532
-10.6253,0.995869,0.259496,3,7,0,10.7741,0.814647,0.15637
-10.7282,0.980087,0.435084,2,3,0,10.9375,0.803417,0.164287
-10.6536,0.908369,0.696455,2,3,0,11.4745,0.869733,0.115253
-10.5104,0.995473,0.929573,1,3,0,10.6219,0.840806,0.137332
-11.379,0.505341,1.5258,1,1,0,11.4479,0.903375,0.0881112
-11.4486,0.989502,0.764981,1,1,0,11.5814,0.905354,0.0864626
-11.4486,0.000283419,1.23085,1,1,0,13.9623,0.905354,0.0864626
-11.876,0.997925,0.188149,3,7,0,11.8763,0.915646,0.0777918
-12.0023,0.99741,0.30966,2,3,0,12.1078,0.918225,0.0755932
-10.8732,0.994833,0.505614,2,5,0,11.9562,0.790977,0.172886
-10.6348,1,0.815281,2,3,0,10.8071,0.867995,0.116612
-11.2141,0.72866,1.32206,1,1,0,11.3087,0.898208,0.0923877
-10.5181,0.928427,1.1425,1,3,0,10.8979,0.84923,0.131017
-10.7229,0.801974,1.56026,1,1,0,10.7717,0.803929,0.163929
-10.7229,0.27542,1.59321,1,1,0,10.8967,0.803929,0.163929
-10.5925,0.992791,0.496397,2,5,0,10.8714,0.86344,0.120152
-10.6407,0.972738,0.782317,2,3,0,10.8495,0.812744,0.157721
-10.6514,1,1.1725,2,3,0,10.6565,0.869537,0.115407
-10.6514,0.434751,1.8574,1,3,0,10.6516,0.869537,0.115407
-10.9346,0.924378,0.843759,2,3,0,11.3148,0.887209,0.101358
-10.5331,1,1.12875,1,1,0,10.7594,0.853794,0.127557
-10.5331,0.020116,1.77377,1,1,0,10.7711,0.853794,0.127557
-10.8485,0.990851,0.333264,3,15,0,10.9321,0.792923,0.171552
-10.9026,0.992503,0.51433,1,1,0,10.929,0.788731,0.17442
-10.5107,1,0.792631,1,3,0,10.8465,0.840272,0.137729
-11.0389,0.744971,1.23509,1,1,0,11.0389,0.891744,0.0976817
-10.5982,1,1.11683,1,1,0,10.8776,0.864119,0.119626
-10.5982,2.83311e-10,1.72837,1,1,0,11.4389,0.864119,0.119626
-10.734,0.991954,0.328718,1,3,0,10.8586,0.875979,0.110337
-10.7664,0.997355,0.501116,1,1,0,10.7753,0.87812,0.108639
-10.6452,0.95191,0.769016,2,3,0,11.1515,0.812199,0.158108
-10.5938,1,1.06984,1,1,0,10.6617,0.818932,0.153309
-10.5938,0.605687,1.63669,1,1,0,10.6388,0.818932,0.153309
-10.5938,0.451586,1.1162,1,1,0,11.1485,0.818932,0.153309
-11.8424,0.900267,0.559099,3,7,0,11.9896,0.734894,0.209552
-12.4675,0.810718,0.697097,1,1,0,12.7495,0.707116,0.226535
-12.4675,0.443102,0.724517,1,1,0,14.0907,0.707116,0.226535
-12.8977,0.958979,0.361179,1,1,0,12.9328,0.689673,0.236832
-12.6982,1,0.505383,1,1,0,13.1495,0.697628,0.23217
-11.2034,1,0.764382,1,1,0,12.243,0.768673,0.187868
-10.5229,1,1.15145,2,3,0,10.7921,0.83344,0.142779
-10.5229,0.145309,1.72769,1,1,0,10.9713,0.83344,0.142779
-10.6646,0.989683,0.487727,2,3,0,10.6649,0.80998,0.159678
-10.5988,1,0.717365,1,1,0,10.657,0.818206,0.153829
-10.5988,0.918372,1.07246,1,1,0,10.7193,0.818206,0.153829
-10.6094,0.990804,1.36527,1,1,0,10.6867,0.816722,0.15489
-10.6094,0.329906,1.99207,1,1,0,10.6221,0.816722,0.15489
-10.7198,0.964935,0.821987,1,1,0,10.7362,0.804224,0.163723
-11.3049,0.663025,1.14053,1,1,0,11.5232,0.762716,0.191778
-10.6121,1,0.892038,1,1,0,11.0361,0.816357,0.15515
-10.6121,0.0862043,1.31767,2,3,0,11.5967,0.816357,0.15515
-10.5329,1,0.350431,2,7,0,10.6099,0.830376,0.145024
-10.6033,0.96577,0.517921,1,3,0,10.9679,0.864714,0.119165
-10.6056,0.969116,0.71589,1,3,0,10.8822,0.817248,0.154514
-10.5518,0.993292,0.992881,2,3,0,10.6577,0.857595,0.124653
-10.5518,0.916959,1.43568,1,1,0,10.5695,0.857595,0.124653
-10.5518,0.019624,1.79924,1,1,0,10.7457,0.857595,0.124653
-10.5197,0.99879,0.437337,2,7,0,10.5894,0.834621,0.14191
-10.7464,0.643795,2.5515,1,1,0,10.9631,0.876818,0.109672
-10.7464,0,19.2067,0,1,1,10.7933,0.876818,0.109672
-10.7464,1.06837e-113,2.67907,1,1,0,11.1168,0.876818,0.109672
-11.1501,0.992345,0.236814,4,15,0,12.2625,0.895984,0.0942163
-11.0727,0.998885,0.292613,2,3,0,11.2509,0.89309,0.0965844
-10.5102,0.999783,0.435918,3,7,0,11.0862,0.841076,0.13713
-10.6262,0.970468,0.720084,2,3,0,10.7468,0.867143,0.117276
-11.7324,0.74596,1.15378,2,3,0,11.7767,0.91249,0.0804686
-13.0077,0.938326,0.9449,2,3,0,13.0285,0.93424,0.0617027
-10.5783,0.392981,1.43936,2,3,0,11.573,0.8213,0.151608
-10.5113,0.99973,0.395781,2,5,0,10.5939,0.83956,0.138258
-10.5128,0.999649,0.747305,2,3,0,10.5149,0.83821,0.139259
-11.208,0.570024,1.41634,1,1,0,11.3156,0.768397,0.18805
-11.1674,1,0.69755,1,1,0,11.3242,0.77086,0.186423
-10.654,1,1.32736,1,3,0,10.8788,0.869768,0.115226
-10.654,0.123687,2.51308,1,3,1,10.6777,0.869768,0.115226
-10.6352,0.995653,0.318734,2,7,0,10.9791,0.813412,0.157248
-10.711,0.997618,0.59845,3,7,0,10.7124,0.805097,0.163112
-10.711,0.283931,1.1214,1,1,0,11.7293,0.805097,0.163112
-10.7254,0.999649,0.243723,1,1,0,10.7257,0.80368,0.164103
-10.5602,0.930975,0.45921,1,3,0,12.0303,0.858995,0.12358
-10.6913,0.948891,0.699468,2,3,0,11.0582,0.872863,0.112796
-10.7775,0.987659,1.11565,2,3,0,10.8091,0.798883,0.167442
-10.7775,0.203317,1.97687,1,1,0,10.8255,0.798883,0.167442
-11.177,0.927271,0.361988,2,7,0,13.2372,0.896936,0.093434
-12.1249,0.959431,0.540008,2,5,0,12.2134,0.721899,0.217589
-10.7165,0.868953,0.876629,1,3,0,12.6426,0.874748,0.11131
-10.5858,0.98459,1.09486,2,3,0,10.8316,0.862612,0.120793
-10.5103,1,1.88007,1,1,0,10.524,0.840905,0.137258
-10.7409,0.372494,3.33852,1,1,0,11.5209,0.802204,0.165133
-10.7409,0.819408,1.05306,1,1,0,11.0466,0.802204,0.165133
-10.514,1,1.13969,1,3,0,10.6419,0.847213,0.132537
-10.514,6.55647e-18,2.00363,1,1,0,11.767,0.847213,0.132537
-10.729,0.994003,0.241252,3,9,0,11.1559,0.875637,0.110608
-10.5209,0.99927,0.41883,2,7,0,10.7612,0.850295,0.130212
-10.5973,0.964226,0.730756,2,3,0,10.8203,0.864019,0.119704
-10.7244,0.953016,1.15336,1,1,0,10.749,0.875316,0.110861
-10.7244,0.0255193,1.75562,1,1,0,10.9946,0.875316,0.110861
-10.5101,0.996303,0.245158,2,7,0,11.2476,0.843245,0.135513
-10.5189,0.999603,0.418881,2,7,0,10.5214,0.849553,0.130773
-10.7194,0.978231,0.715821,2,3,0,10.7309,0.874956,0.111146
-10.5201,0.824828,1.15,2,3,0,11.2399,0.834467,0.142024
-12.3428,0.46472,1.25158,2,3,0,12.4368,0.924424,0.0702656
-12.2798,1,0.558017,2,3,0,12.4361,0.92335,0.0711932
-10.9465,1,0.937442,2,3,0,11.8528,0.785499,0.176617
-11.1645,0.34264,1.56312,2,3,0,11.7287,0.771039,0.186305
-11.4228,0.988606,0.52645,2,3,0,11.4382,0.756144,0.196048
-13.0521,0.514121,0.851255,1,1,0,13.2553,0.683655,0.240321
-10.8849,0.990485,0.440099,3,7,0,13.5052,0.884798,0.103301
-11.1411,0.968699,0.710842,1,1,0,11.1432,0.895663,0.0944796
-10.9448,1,1.08356,1,1,0,11.19,0.887683,0.100976
-10.9448,0.234365,1.76723,1,1,0,11.0251,0.887683,0.100976
-11.0533,0.993845,0.482434,1,1,0,11.0542,0.892326,0.0972077
-11.0975,0.993738,0.77469,1,1,0,11.1705,0.894045,0.0958043
-12.7353,0.601603,1.23603,1,1,0,12.7963,0.930519,0.0649674
-10.6509,0.973147,0.801145,2,7,0,12.3171,0.811535,0.158579
-10.6509,0.700675,1.2123,1,1,0,10.9864,0.811535,0.158579
-10.5426,1,0.987547,2,3,0,10.6152,0.82801,0.146751
-10.5426,0.288954,1.57664,1,1,0,10.924,0.82801,0.146751
-10.5445,0.999347,0.513907,2,3,0,10.5594,0.827593,0.147054
-11.5829,0.808497,0.817726,1,3,0,11.6456,0.747695,0.201472
-10.5137,0.811795,0.850249,2,3,0,12.7451,0.847031,0.132674
-11.3463,0.8323,0.88997,1,3,0,11.5759,0.902406,0.088916
-10.8058,0.863592,0.973416,2,3,0,12.8442,0.880518,0.10673
-11.3449,0.843835,1.13794,1,1,0,11.3899,0.902365,0.0889505
-11.3449,0.885367,1.27258,1,3,0,12.2888,0.902365,0.0889505
-11.8175,0.733132,1.55322,1,1,0,11.8249,0.736085,0.208808
-10.6445,1,1.36843,1,1,0,11.2009,0.812292,0.158042
-10.7689,0.392322,2.12248,1,3,0,10.8177,0.87828,0.108512
-11.0743,0.937248,0.912789,1,1,0,11.085,0.893153,0.0965329
-10.5459,0.815559,1.23826,2,3,0,11.4211,0.827271,0.147288
-10.636,0.944112,1.29974,1,1,0,10.6671,0.813311,0.157319
-10.636,0.367391,1.77906,1,1,0,10.7674,0.813311,0.157319
-10.5612,0.999454,0.740305,2,7,0,10.6408,0.859154,0.123457
-10.9106,0.880231,1.13438,1,1,0,10.913,0.886069,0.102278
-10.5499,0.94925,1.35728,1,3,0,10.6979,0.826436,0.147895
-10.5499,0.120279,1.86437,1,1,0,10.945,0.826436,0.147895
-10.5584,0.999282,0.479448,1,1,0,10.5591,0.824765,0.149106
-10.5335,1,0.729507,1,1,0,10.5539,0.830239,0.145124
-11.0582,0.813697,1.1069,2,3,0,11.3771,0.89252,0.0970493
-10.518,0.962673,1.15497,2,3,0,10.8645,0.849176,0.131057
-10.7012,0.865973,1.61735,1,1,0,10.7379,0.873623,0.112198
-10.7012,0.0444979,1.8661,1,1,0,12.8764,0.873623,0.112198
-10.6897,1,0.430005,1,1,0,10.706,0.872737,0.112896
-10.7979,0.995909,0.647409,2,3,0,10.7985,0.880054,0.1071
-10.9964,0.954254,0.963264,1,1,0,11.0336,0.88997,0.0991232
-10.9964,0.712479,1.31746,1,1,0,11.7005,0.88997,0.0991232
-10.5378,0.917453,1.12855,2,3,0,11.4794,0.854876,0.126732
-10.5378,0.182569,1.43323,1,1,0,11.0653,0.854876,0.126732
-10.5205,0.998726,0.447593,2,5,0,10.5799,0.834317,0.142134
-10.5576,0.983171,0.664443,1,3,0,10.6721,0.85857,0.123906
-10.5328,1,0.954384,1,1,0,10.5536,0.853729,0.127606
-10.5328,0.151992,1.41035,1,1,0,11.149,0.853729,0.127606
-11.2088,0.892584,0.424425,2,5,0,14.0212,0.768349,0.188082
-11.1064,1,0.513367,1,1,0,11.2306,0.774678,0.183888
-11.0196,1,0.756705,1,1,0,11.1854,0.78039,0.180066
-10.8669,0.998089,1.11165,2,3,0,11.2393,0.883877,0.104041
-10.5246,1,1.62202,1,1,0,10.6682,0.851496,0.129302
-10.5246,6.58662e-311,2.36741,1,1,0,12.6814,0.851496,0.129302
-10.6492,0.985624,0.554931,2,5,0,10.735,0.869339,0.115561
-10.5376,0.985425,0.790001,1,3,0,10.8079,0.829174,0.145902
-10.5105,1,1.12095,1,1,0,10.5258,0.840527,0.137539
-10.5114,0.999185,1.62821,1,1,0,10.5123,0.839396,0.13838
-10.5114,0.0226233,2.35439,1,1,0,11.0108,0.839396,0.13838
-11.3263,0.939529,0.591508,2,3,0,11.3263,0.761497,0.192573
-10.7911,1,0.769825,1,1,0,11.1913,0.797688,0.168269
-12.4295,0.365661,1.11307,1,1,0,12.6939,0.708713,0.225579
-11.0371,0.992252,0.52271,2,3,0,12.5914,0.77921,0.180858
-10.7973,1,0.744445,1,1,0,11.0007,0.797158,0.168636
-10.7973,0.0782099,1.07179,1,1,0,12.7005,0.797158,0.168636
-11.5383,0.947201,0.307174,1,3,0,12.519,0.75,0.2
-10.5417,0.906178,0.403592,1,3,0,13.3683,0.828209,0.146606
-10.9967,0.97692,0.492808,2,7,0,11.0111,0.889986,0.0991101
-10.9379,1,0.678967,1,1,0,11.0247,0.887361,0.101236
-11.7526,0.839417,0.97103,1,3,0,12.3713,0.739218,0.206841
-11.7526,5.81964e-07,1.05147,1,1,0,17.3733,0.739218,0.206841
