# Sample generated by Stan
# stan_version_major=2
# stan_version_minor=21
# stan_version_patch=0
# init=random
# enable_random_init=1
# seed=1608633694
# chain_id=1
# iter=2000
# warmup=1000
# save_warmup=1
# thin=1
# refresh=200
# stepsize=1
# stepsize_jitter=0
# adapt_engaged=1
# adapt_gamma=0.05
# adapt_delta=0.8
# adapt_kappa=0.75
# adapt_t0=10
# max_treedepth=10
# sampler_t=NUTS(diag_e)
# sample_file=./vaccine_1.csv
# append_samples=0
#
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,VE,theta
-10.5126,0.995162,1.31929,2,3,0,10.6373,0.838404,0.139115
-10.5442,0.97919,2.13311,1,1,0,10.5489,0.827658,0.147007
-10.5442,0.245877,3.29896,1,1,0,10.6494,0.827658,0.147007
-10.5165,1,0.900606,2,3,0,10.5432,0.836042,0.140863
-10.7302,0.946886,1.4621,1,3,0,10.7348,0.803217,0.164427
-10.51,1,2.0844,1,1,0,10.5953,0.84205,0.136405
-10.5212,0.983076,3.34409,1,1,0,10.5286,0.850401,0.130131
-10.5212,6.65213e-12,5.12924,1,1,0,10.6024,0.850401,0.130131
-10.5355,0.990683,0.830272,1,3,0,10.6775,0.829707,0.145513
-11.391,0.784187,1.29989,1,3,0,12.0422,0.903723,0.0878216
-10.8975,1,1.27071,2,3,0,11.3121,0.88543,0.102793
-10.7182,0.815801,2.01474,2,3,0,11.1256,0.80438,0.163614
-10.5636,1,2.10786,1,1,0,10.6688,0.823797,0.149807
-10.5636,0.000318442,3.31324,1,1,0,11.2849,0.823797,0.149807
-10.5122,0.990439,0.574315,2,5,0,10.9101,0.845948,0.133488
-11.3033,0.941363,0.886004,2,5,0,11.3222,0.762809,0.191718
-10.6305,0.833584,1.22226,2,3,0,12.4226,0.813993,0.156835
-10.6305,0.724529,1.33062,1,3,0,11.6244,0.813993,0.156835
-10.6097,0.952653,1.14466,1,3,0,11.0268,0.865422,0.118615
-10.8219,0.938723,1.60626,1,1,0,10.8303,0.881441,0.105992
-10.8185,1,2.17991,2,3,0,10.8309,0.881249,0.106146
-10.7254,0.333556,3.35624,2,3,0,10.7703,0.803678,0.164104
-10.7254,0.763863,1.26636,1,3,0,12.1838,0.803678,0.164104
-10.845,0.838979,1.18763,2,7,0,11.7532,0.882714,0.104974
-10.7708,1,1.30302,1,1,0,10.8645,0.878401,0.108416
-11.3233,0.800357,1.99296,1,1,0,11.4088,0.90171,0.089494
-11.4982,0.938997,2.01184,1,1,0,11.8237,0.906702,0.0853366
-11.0302,1,2.69745,1,1,0,11.6792,0.891391,0.097969
-11.0302,4.23249e-292,4.08299,1,1,0,11.442,0.891391,0.097969
-11.6549,0.971944,0.810366,2,3,0,11.7,0.910669,0.0820054
-10.5453,0.898789,1.1612,2,7,0,12.7057,0.827414,0.147184
-10.5224,0.983128,1.43149,2,3,0,10.6281,0.833605,0.142657
-10.5224,0.291979,2.08407,1,1,0,11.087,0.833605,0.142657
-10.5211,0.999867,0.76528,2,3,0,10.5266,0.834078,0.14231
-11.4446,0.889191,1.15086,2,3,0,11.7023,0.754967,0.196808
-10.8944,0.803494,1.38637,1,3,0,12.3517,0.885276,0.102917
-10.56,0.939661,1.40941,2,3,0,11.2132,0.82446,0.149327
-12.5854,0.256342,1.8682,1,1,0,12.7974,0.702224,0.229451
-12.8738,0.968486,0.655622,1,1,0,12.9695,0.690614,0.236283
-13.3188,0.903042,0.919589,1,1,0,13.6452,0.673518,0.246126
-12.819,1,1.13372,1,1,0,13.715,0.692787,0.235014
-11.8942,1,1.67954,2,3,0,12.238,0.916029,0.0774663
-12.1207,0.938773,2.47925,1,1,0,12.1283,0.722086,0.217475
-12.1207,0.00212396,3.24696,1,1,0,12.1258,0.722086,0.217475
-12.2375,0.997932,0.723075,3,7,0,12.3663,0.716938,0.220614
-12.2931,0.996426,1.06158,3,7,0,12.5013,0.923578,0.0709962
-10.8154,1,1.54892,1,3,0,11.9737,0.881074,0.106286
-10.8634,0.979344,2.26761,2,3,0,10.8802,0.883692,0.10419
-10.8634,8.22373e-100,3.18439,1,1,0,12.4024,0.883692,0.10419
-10.9492,0.998411,0.729355,2,3,0,10.9498,0.887883,0.100814
-10.8271,1,1.06279,2,3,0,10.9447,0.881731,0.105761
-10.5533,1,1.54823,1,3,0,10.7487,0.857856,0.124453
-10.5533,0.172881,2.24833,1,1,0,11.0688,0.857856,0.124453
-10.6712,0.852041,2.89392,1,1,0,10.8245,0.871245,0.114068
-10.6712,0,31.8112,0,1,1,10.6828,0.871245,0.114068
-10.5125,0.5,4.96414,1,2,1,10.5125,0.83843,0.139096
-10.6026,0.945005,1.77306,1,1,0,10.6093,0.817669,0.154213
-10.5107,1,2.19313,1,1,0,10.5321,0.844376,0.134666
-10.5101,1,3.5587,1,1,0,10.5105,0.843174,0.135566
-10.5101,0,6.20417,0,1,1,11.483,0.843174,0.135566
-11.7159,0.952304,0.501355,2,7,0,12.3059,0.741016,0.205708
-12.9736,0.785851,0.778065,1,1,0,12.9801,0.686701,0.238559
-12.5293,1,0.731166,1,1,0,13.0768,0.704538,0.228075
-10.8194,0.967324,1.36921,1,3,0,12.4446,0.881299,0.106106
-10.8194,0.0289763,2.33082,1,1,0,14.4589,0.881299,0.106106
-10.5593,0.99974,0.207154,3,11,0,10.9326,0.85885,0.123691
-10.5187,0.999618,0.396048,4,15,0,10.6103,0.849446,0.130854
-10.5141,0.997146,0.755603,1,3,0,10.563,0.83734,0.139904
-11.5379,0.634839,1.42416,1,1,0,11.5379,0.750023,0.199985
-11.1337,1,0.874813,2,3,0,11.4875,0.772957,0.185032
-11.058,1,1.65364,1,1,0,11.4414,0.777823,0.181788
-11.058,0.137048,3.09961,1,3,1,11.2018,0.777823,0.181788
-11.0741,0.999237,0.430108,1,1,0,11.0908,0.776766,0.182495
-11.6171,0.909695,0.806455,1,1,0,11.6193,0.745952,0.202583
-10.6671,1,1.14928,1,1,0,11.313,0.809701,0.159875
-12.169,0.508207,2.12274,2,3,0,12.1831,0.921383,0.0728868
-11.8088,1,0.929437,2,3,0,12.177,0.914201,0.0790196
-12.0829,0.703799,1.70323,2,3,0,12.3666,0.72378,0.216436
-10.9715,1,1.32559,1,1,0,11.7215,0.78371,0.177827
-10.8262,1,2.39815,1,1,0,11.2932,0.794736,0.170306
-10.8262,2.83074e-13,4.29561,1,1,0,12.6002,0.794736,0.170306
-11.5585,0.943843,0.470344,1,3,0,12.1558,0.748952,0.20067
-11.8168,0.961066,0.724358,1,1,0,11.8836,0.736117,0.208788
-10.6307,1,1.16108,2,3,0,11.864,0.867598,0.116921
-10.6307,0.280698,2.05263,1,1,0,11.8628,0.867598,0.116921
-10.5106,1,0.517849,3,7,0,10.6261,0.840394,0.137638
-10.7206,0.950992,0.912964,1,3,0,10.9377,0.875041,0.111079
-10.571,0.974647,1.40058,2,3,0,10.9293,0.86062,0.12233
-10.7302,0.851304,2.27088,1,1,0,10.7479,0.803216,0.164427
-10.7302,0.200851,2.64855,1,1,0,10.7991,0.803216,0.164427
-10.7119,0.998339,0.572218,2,3,0,10.7905,0.805006,0.163175
-11.3308,0.930871,0.981543,3,7,0,11.3449,0.761244,0.192739
-10.6035,1,1.40591,2,3,0,11.0222,0.81754,0.154305
-10.6035,0.00619436,2.38543,1,1,0,12.6953,0.81754,0.154305
-11.0703,0.994368,0.331095,3,9,0,11.1321,0.892997,0.0966604
-10.7789,1,0.555412,3,7,0,11.0597,0.878901,0.108018
-10.7561,1,0.937576,1,1,0,10.8029,0.87746,0.109163
-11.0467,0.596433,1.57065,2,3,0,12.4472,0.892058,0.0974255
-10.5162,0.979041,0.975866,1,3,0,11.2519,0.848357,0.131676
-10.5162,0.914613,1.54187,1,3,0,10.6984,0.848357,0.131676
-10.5162,0.295401,2.073,1,1,0,10.8143,0.848357,0.131676
-11.4842,0.950379,0.632248,2,7,0,11.6866,0.752847,0.198174
-11.4733,0.600405,0.927014,1,3,0,16.0197,0.90603,0.0858983
-12.5846,0.964805,0.592598,2,3,0,12.5857,0.928292,0.0669101
-12.9499,0.97445,0.894339,1,1,0,13.025,0.933481,0.0623704
-13.9724,0.952994,1.37277,2,3,0,14.216,0.945045,0.0520924
-10.5952,1,1.99392,1,1,0,12.3347,0.863772,0.119895
-10.5952,1.41885e-144,3.21059,1,1,0,11.8481,0.863772,0.119895
-14.6877,0.891623,0.524559,2,7,0,14.7296,0.625262,0.272589
-13.6288,1,0.662055,2,3,0,14.6697,0.662086,0.252568
-11.281,1,1.06357,1,1,0,12.8632,0.764094,0.190877
-10.625,1,1.69855,1,1,0,10.9824,0.81468,0.156346
-11.2123,0.356459,2.69707,1,1,0,12.0307,0.76814,0.188219
-10.9578,1,1.02502,1,1,0,11.2052,0.784683,0.177169
-10.9578,0.0450669,1.62327,2,3,0,13.3512,0.784683,0.177169
-11.2976,0.986545,0.316654,1,3,0,11.6288,0.763134,0.191505
-10.8668,0.983121,0.487626,2,5,0,11.9981,0.883874,0.104044
-10.604,0.986072,0.741611,3,7,0,11.3337,0.817471,0.154355
-12.1226,0.768474,1.12957,2,3,0,12.1226,0.92053,0.0736198
-11.75,1,1.07528,1,1,0,12.1572,0.912889,0.080131
-11.5287,1,1.67536,1,1,0,12.0337,0.907509,0.0846611
-11.5287,4.61563e-06,2.59744,1,1,0,11.7433,0.907509,0.0846611
-10.5126,0.99635,0.48932,3,15,0,11.7064,0.838384,0.13913
-10.5385,0.998003,0.754172,2,3,0,10.5387,0.82897,0.146051
-11.6486,0.778197,1.16091,1,3,0,11.6871,0.744363,0.203592
-10.514,0.994538,1.12864,1,3,0,11.6155,0.847229,0.132525
-10.5105,1,1.71331,1,1,0,10.5125,0.844202,0.134797
-11.5672,0.346177,2.61862,1,1,0,11.8297,0.9085,0.0838293
-10.652,0.968515,1.05145,1,3,0,11.5733,0.869587,0.115368
-11.4102,0.78291,1.50469,1,1,0,11.4124,0.904274,0.087363
-10.5921,0.987404,1.47541,1,3,0,11.1482,0.863395,0.120187
-10.5384,1,2.18119,1,1,0,10.5867,0.855,0.126637
-10.5384,2.61228e-34,3.29385,1,1,0,11.2382,0.855,0.126637
-10.51,0.996805,0.678786,1,3,0,10.6005,0.841856,0.13655
-10.51,0.781472,1.02015,1,3,0,12.0528,0.841856,0.13655
-10.7487,0.971505,0.999475,2,3,0,10.7511,0.876972,0.10955
-11.5773,0.796692,1.42112,1,1,0,11.5792,0.908758,0.083613
-12.1981,0.889633,1.43211,2,3,0,12.2176,0.71866,0.219567
-11.8436,1,1.72825,1,1,0,13.0504,0.73484,0.209586
-11.8436,0.108026,2.5767,1,3,0,11.8437,0.73484,0.209586
-11.3886,1,0.688515,1,1,0,11.7901,0.758017,0.194836
-14.9251,0.292441,1.02697,1,1,0,14.9662,0.617384,0.276733
-15.1435,0.984739,0.396246,1,1,0,15.2963,0.610237,0.280453
-14.0911,1,0.573445,1,1,0,15.1065,0.645635,0.261647
-13.3703,1,0.851309,1,1,0,14.3779,0.671596,0.247217
-10.7606,1,1.25936,1,1,0,12.271,0.800393,0.166393
-10.6455,1,1.85655,2,3,0,10.6822,0.868998,0.115828
-10.7237,0.914096,2.72766,1,1,0,10.9404,0.875266,0.110901
-10.7237,3.05278e-08,3.40535,1,1,0,10.7508,0.875266,0.110901
-10.5139,1,0.783073,3,7,0,10.7151,0.837513,0.139775
-10.7549,0.934513,1.14891,1,3,0,10.879,0.877381,0.109226
-10.5793,0.843392,1.4901,2,3,0,11.4341,0.821135,0.151726
-12.0028,0.386851,1.63284,1,1,0,12.1756,0.727414,0.214198
-12.0028,0.945727,0.779521,1,1,0,12.3997,0.727414,0.214198
-11.4834,0.993092,1.02994,2,7,0,12.2425,0.906304,0.0856694
-10.8649,1,1.47875,1,1,0,11.345,0.883771,0.104127
-11.0183,0.891536,2.14332,1,1,0,11.0191,0.780476,0.180008
-10.655,1,2.55094,1,1,0,10.6629,0.869854,0.115158
-11.1891,0.362664,3.67829,1,1,0,12.1937,0.897358,0.0930871
-11.3496,0.965206,1.70608,2,3,0,11.367,0.760188,0.193426
-11.3496,0.745819,2.31014,1,3,0,11.4116,0.760188,0.193426
-11.0937,1,2.12041,1,1,0,11.1765,0.8939,0.0959224
-10.9483,0.333333,3.04206,2,3,0,11.1152,0.785369,0.176705
-10.5854,1,1.35709,1,1,0,10.8124,0.820182,0.152411
-11.4607,0.6162,1.94479,1,3,0,11.4671,0.905686,0.0861852
-11.8586,0.913019,1.42814,1,1,0,12.0362,0.915276,0.0781062
-10.5543,0.626463,1.75574,2,3,0,11.2098,0.825552,0.148536
-10.8447,0.896885,1.3157,1,1,0,10.8474,0.79323,0.171342
-11.0598,0.705527,1.57132,2,3,0,11.6702,0.892583,0.0969979
-11.7638,0.869185,1.35119,1,3,0,12.3892,0.738674,0.207183
-10.624,1,1.53709,2,3,0,11.2107,0.814806,0.156257
