# Sample generated by Stan
# stan_version_major=2
# stan_version_minor=21
# stan_version_patch=0
# init=random
# enable_random_init=1
# seed=1608633694
# chain_id=3
# iter=2000
# warmup=1000
# save_warmup=1
# thin=1
# refresh=200
# stepsize=1
# stepsize_jitter=0
# adapt_engaged=1
# adapt_gamma=0.05
# adapt_delta=0.8
# adapt_kappa=0.75
# adapt_t0=10
# max_treedepth=10
# sampler_t=NUTS(diag_e)
# sample_file=./vaccine_3.csv
# append_samples=0
#
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,VE,theta
-11.3408,0.544075,0.811373,1,1,0,12.4877,0.76068,0.193106
-10.571,1,0.515677,2,3,0,11.2603,0.822514,0.150733
-10.5369,0.999622,0.746048,2,7,0,10.5731,0.854674,0.126886
-10.5213,1,1.0754,1,1,0,10.534,0.850426,0.130113
-11.1085,0.571007,1.54669,1,1,0,11.2152,0.774549,0.183974
-10.6582,1,1.03579,1,1,0,10.9512,0.810697,0.159171
-10.6582,0.508189,1.48565,1,3,0,11.0179,0.810697,0.159171
-10.6568,1,0.893557,1,1,0,10.7029,0.81085,0.159063
-14.028,0.212928,1.27876,2,3,0,14.4398,0.945579,0.0516124
-11.6835,0.988235,0.461059,2,7,0,13.9717,0.91135,0.0814312
-10.6026,0.980237,0.646266,1,3,0,12.1615,0.864628,0.119232
-10.7177,0.961339,0.891103,2,3,0,10.9453,0.874834,0.111242
-10.5133,1,1.18634,1,1,0,10.6263,0.846786,0.132858
-10.7062,0.843738,1.68452,1,1,0,10.7501,0.873998,0.111902
-10.7062,9.08799e-17,1.82465,1,1,0,11.8651,0.873998,0.111902
-10.7085,0.99986,0.466856,1,1,0,10.7205,0.874166,0.11177
-10.5104,0.991598,0.662411,1,3,0,10.8376,0.843985,0.134959
-10.6508,0.642339,0.924441,2,3,0,12.7429,0.811547,0.15857
-10.6224,0.952333,0.712943,3,7,0,11.0082,0.815014,0.156108
-10.5766,0.968583,0.928767,2,3,0,10.8043,0.861398,0.12173
-11.5119,0.588101,1.24106,1,1,0,11.5126,0.751385,0.199113
-10.7087,1,0.875499,2,3,0,11.2422,0.80532,0.162956
-11.5741,0.623365,1.23054,2,3,0,11.7247,0.748149,0.201183
-10.5705,0.99125,0.922678,1,3,0,11.5392,0.860552,0.122382
-10.5547,1,1.27493,1,1,0,10.5862,0.858083,0.124279
-10.5788,0.972552,1.78334,1,1,0,10.5826,0.821217,0.151667
-10.5788,0.000136602,2.37892,1,1,0,11.7235,0.821217,0.151667
-10.5814,0.961144,0.643025,1,3,0,10.9453,0.862046,0.12123
-10.8086,0.96496,0.84315,1,3,0,10.811,0.880679,0.106601
-10.5475,0.978691,1.11044,2,3,0,10.795,0.856813,0.125252
-10.9476,0.773445,1.49269,1,1,0,11.0063,0.887812,0.100871
-10.6165,0.949412,1.43668,1,3,0,10.7128,0.81578,0.155562
-10.5367,1,1.83702,1,1,0,10.601,0.829414,0.145727
-10.5367,0.00216215,2.54389,1,1,0,10.9759,0.829414,0.145727
-10.528,1,0.710349,1,1,0,10.5363,0.831784,0.143994
-10.9656,0.866993,0.984591,2,3,0,11.1354,0.888622,0.100216
-11.0084,0.734977,1.10191,2,3,0,12.4238,0.890483,0.0987071
-11.7951,0.834877,0.999328,1,1,0,11.8153,0.913898,0.0792759
-11.7283,1,1.06215,1,1,0,12.1017,0.912394,0.0805494
-11.7283,0.0547326,1.46429,1,1,0,12.6411,0.912394,0.0805494
-11.5592,1,0.455557,1,1,0,11.7267,0.908297,0.0840001
-10.8596,0.993018,0.628405,2,5,0,11.4612,0.792041,0.172157
-11.1978,0.963671,0.855727,2,3,0,11.2642,0.769011,0.187645
-11.2007,1,1.11109,2,3,0,11.2007,0.897755,0.0927611
-12.7666,0.482567,1.524,1,1,0,13.1502,0.930965,0.064577
-12.303,1,0.93601,1,1,0,12.9184,0.923749,0.0708489
-10.5103,1,1.28206,2,3,0,11.2744,0.841016,0.137175
-10.7134,0.786299,1.75276,1,1,0,10.7996,0.80486,0.163278
-10.5548,1,1.72278,1,1,0,10.6662,0.825456,0.148606
-10.5548,0.00110633,2.34889,1,1,0,11.354,0.825456,0.148606
-10.518,0.993087,0.695821,1,3,0,10.6257,0.849158,0.131071
-10.5121,0.998193,0.939526,2,3,0,10.5298,0.845862,0.133552
-12.582,0.304579,1.27623,2,3,0,12.77,0.702365,0.229367
-12.2959,1,0.605766,1,1,0,12.7799,0.714407,0.222149
-10.5428,1,0.824671,1,3,0,11.8838,0.827953,0.146792
-10.6143,0.966107,1.12071,2,3,0,10.6725,0.865918,0.118229
-10.6143,0.0105317,1.44498,1,1,0,11.5981,0.865918,0.118229
-11.0178,0.962689,0.445244,1,3,0,11.4223,0.890878,0.0983863
-10.52,0.94788,0.571793,1,3,0,12.0347,0.83453,0.141977
-10.5638,0.993438,0.7173,2,3,0,10.5842,0.823758,0.149835
-11.6234,0.805328,0.961562,2,3,0,11.742,0.909904,0.0826496
-10.575,1,0.974189,1,3,0,11.4061,0.86118,0.121898
-11.2404,0.655534,1.3154,1,1,0,11.2442,0.766464,0.189322
-10.9423,1,1.06796,2,3,0,11.2245,0.887568,0.101069
-10.7206,0.913019,1.43929,1,3,0,10.7853,0.804145,0.163779
-10.7206,0.314439,1.70505,1,1,0,10.8829,0.804145,0.163779
-10.7206,0.895068,0.842043,1,3,0,11.2413,0.804145,0.163779
-11.5312,0.70056,0.972269,1,1,0,11.5867,0.750369,0.199763
-10.6908,0.880622,0.845677,1,3,0,12.0994,0.872825,0.112826
-10.7856,0.976125,0.955484,1,1,0,10.8171,0.879312,0.107691
-10.7856,0.450982,1.23849,1,1,0,12.2912,0.879312,0.107691
-10.8995,0.994316,0.75211,2,3,0,10.9163,0.885528,0.102714
-11.6683,0.808264,0.999955,2,3,0,12.7458,0.910989,0.0817352
-11.5191,1,1.01669,1,1,0,11.8624,0.907255,0.0848737
-11.5191,0.173092,1.35969,1,1,0,12.6104,0.907255,0.0848737
-11.2342,0.968928,0.558157,2,3,0,12.3135,0.898881,0.091833
-11.2994,0.992385,0.714195,1,1,0,11.3753,0.900973,0.0901043
-10.5498,0.870885,0.943606,2,3,0,12.1195,0.857232,0.124932
-14.2931,0.177254,1.04821,1,1,0,14.2953,0.638637,0.265442
-10.8673,1,0.436964,2,3,0,13.9621,0.791437,0.172571
-10.9237,0.99877,0.583027,3,7,0,10.9567,0.78716,0.175489
-11.1393,0.94103,0.775457,1,1,0,11.2058,0.772605,0.185266
-10.5109,1,0.949859,1,3,0,10.9465,0.839975,0.137949
-10.5122,0.998207,1.26223,2,3,0,10.514,0.845958,0.13348
-11.2921,0.53842,1.67082,1,1,0,11.3841,0.900744,0.0902934
-10.9437,1,1.16476,2,3,0,11.2229,0.7857,0.17648
-10.9437,0.0025824,1.54382,1,1,0,12.6581,0.7857,0.17648
-10.54,0.985347,0.51337,1,3,0,11.1957,0.828605,0.146317
-10.625,0.95662,0.667197,1,3,0,10.9106,0.867032,0.117362
-10.7413,0.976947,0.832404,1,1,0,10.7456,0.876481,0.109939
-10.5457,1,1.06683,2,3,0,10.6752,0.856468,0.125516
-10.8979,0.815377,1.40955,1,1,0,10.935,0.885447,0.102779
-10.8979,0.433268,1.44461,1,1,0,12.0837,0.885447,0.102779
-10.6154,0.99411,0.87854,1,3,0,10.8358,0.866033,0.11814
-10.5698,1,1.14975,1,1,0,10.6188,0.860444,0.122465
-10.5698,3.82769e-09,1.51487,1,1,0,12.5734,0.860444,0.122465
-10.5115,0.996143,0.513627,1,3,0,10.6406,0.845337,0.133946
-10.6581,0.972796,0.673596,1,3,0,10.7521,0.870129,0.114943
-13.4533,0.72547,0.854913,1,3,0,14.2574,0.93963,0.0569333
-13.4533,0,3.10713,0,1,1,17.0303,0.93963,0.0569333
-13.4533,0,7.25536,0,1,1,13.4941,0.93963,0.0569333
-14.2255,0.968536,0.715373,1,1,0,14.2258,0.947411,0.0499612
-13.6261,1,0.685143,1,1,0,14.2106,0.941524,0.0552454
-11.9063,0.999546,0.921102,3,7,0,13.5405,0.916281,0.0772519
-11.1866,1,1.4329,1,1,0,11.8149,0.89727,0.0931593
-11.1866,0.000381208,2.43286,1,1,0,11.3983,0.89727,0.0931593
-11.3399,0.999671,0.19357,4,19,0,11.3414,0.76073,0.193073
-11.7238,0.983289,0.345199,2,3,0,11.93,0.740625,0.205955
-12.7281,0.904671,0.602547,2,3,0,13.3412,0.696422,0.232881
-12.2072,1,0.834381,2,3,0,12.8359,0.718263,0.219809
-10.5632,1,1.57582,1,1,0,11.2778,0.859462,0.12322
-10.5632,1.13018e-12,2.98496,1,1,0,10.9614,0.859462,0.12322
-10.8853,0.996837,0.245547,3,13,0,11.1668,0.790046,0.173522
-10.6061,0.978503,0.465827,2,7,0,11.7043,0.86502,0.118927
-11.0059,0.927839,0.831616,2,3,0,11.4292,0.890376,0.098794
-10.5252,0.962935,1.26371,1,3,0,11.0007,0.832659,0.143353
-10.5252,0.000972923,2.12841,1,1,0,11.5485,0.832659,0.143353
-10.817,0.997195,0.192966,3,11,0,11.2624,0.795492,0.169786
-10.8261,0.999898,0.363612,2,3,0,10.832,0.794746,0.170299
-10.6457,0.962911,0.684464,2,3,0,11.3284,0.812145,0.158146
-11.0776,0.744686,1.14388,2,3,0,12.0126,0.893279,0.0964297
-10.5369,0.955956,1.00018,2,7,0,11.5193,0.829363,0.145764
-10.8442,0.571833,1.62047,2,3,0,11.5073,0.882673,0.105007
-10.9503,0.895301,0.861058,1,3,0,12.6754,0.785225,0.176802
-10.5353,1,1.16569,1,3,0,10.8254,0.829771,0.145466
-10.5353,0.0973928,2.11247,1,1,0,11.6697,0.829771,0.145466
-10.8966,0.995821,0.300369,3,11,0,10.9247,0.885381,0.102832
-10.5257,1,0.538919,3,7,0,10.8776,0.832495,0.143473
-10.8681,0.899272,0.968671,1,3,0,11.2559,0.883938,0.103992
-11.1887,0.959028,1.30857,2,3,0,11.2059,0.769559,0.187283
-10.6501,1,2.06892,1,1,0,10.737,0.869418,0.1155
-10.6501,0,3.62538,0,1,1,11.4406,0.869418,0.1155
-11.033,0.979086,0.435124,2,5,0,11.7404,0.891502,0.0978782
-10.9673,1,0.723836,1,1,0,11.0451,0.8887,0.100153
-11.0208,0.987608,1.26183,1,1,0,11.1274,0.891,0.0982865
-10.625,1,2.111,1,1,0,10.6794,0.814678,0.156347
-10.625,0.169829,3.6174,1,1,0,11.1282,0.814678,0.156347
-11.3105,0.960011,0.728835,3,7,0,11.3758,0.7624,0.191985
-11.3105,0.0630582,1.12759,1,1,0,14.473,0.7624,0.191985
-11.3107,0.999999,0.179187,2,3,0,11.3173,0.762388,0.191992
-10.5434,0.999158,0.307642,3,11,0,11.5089,0.827831,0.146881
-10.8392,0.986951,0.522821,2,7,0,10.9257,0.8824,0.105225
-10.6434,0.972127,0.855334,3,7,0,11.2846,0.81242,0.157951
-10.5291,0.995054,1.33961,1,3,0,10.6376,0.852774,0.128332
-12.2408,0.107361,2.20442,1,1,0,13.0527,0.716792,0.220703
-12.5122,0.983147,0.419473,1,1,0,12.5245,0.705249,0.227651
-13.5165,0.84034,0.671396,1,1,0,13.579,0.666187,0.25027
-13.2093,1,0.758976,1,1,0,13.8726,0.677645,0.243774
-10.9291,0.8865,1.25093,1,3,0,13.406,0.886949,0.101569
-11.0204,0.970252,1.56712,2,3,0,11.0362,0.780331,0.180106
-10.5287,1,2.38122,1,1,0,10.5852,0.852684,0.128401
-10.5775,0.284062,3.85595,1,3,1,10.7033,0.821433,0.151512
-10.5775,0.614473,1.18611,1,3,0,11.797,0.821433,0.151512
-10.5968,0.953455,0.790948,1,3,0,11.0613,0.863961,0.119749
-10.6554,0.986629,1.14891,1,1,0,10.665,0.869892,0.115129
-10.6793,1,1.79068,2,3,0,10.6796,0.871914,0.113543
-10.6793,0.0411172,2.86033,1,1,0,10.6927,0.871914,0.113543
-10.6658,0.999513,0.530275,2,3,0,10.7088,0.870788,0.114427
-10.5584,0.982919,0.847385,2,3,0,10.8924,0.858704,0.123803
-10.7411,0.947395,1.29786,1,1,0,10.7418,0.876468,0.10995
-11.1235,0.930154,1.82895,1,3,0,11.1245,0.773594,0.184609
-11.1235,0.177198,2.47182,1,1,0,12.4482,0.773594,0.184609
-10.51,0.929629,0.647419,1,3,0,12.1166,0.84216,0.136323
-10.6328,0.973352,0.876026,1,3,0,10.741,0.8678,0.116764
-11.339,0.829016,1.2976,2,3,0,11.9752,0.902187,0.0890979
-11.0773,1,1.4054,1,1,0,11.3976,0.893268,0.0964391
-11.0315,1,2.18732,1,1,0,11.0328,0.779581,0.180609
-10.8363,0.333333,3.38754,2,3,0,10.9793,0.882244,0.105351
-11.7893,0.79926,1.28499,2,3,0,12.7304,0.913771,0.0793836
-10.5505,0.963979,1.30514,1,3,0,11.5334,0.857359,0.124835
-10.8903,0.817866,1.86699,1,1,0,10.9339,0.885067,0.103085
-10.8903,0.113074,1.9662,1,1,0,11.362,0.885067,0.103085
-10.5665,0.987464,0.484927,2,5,0,11.5699,0.823289,0.150174
-10.7787,0.948665,0.727361,2,3,0,11.1928,0.798775,0.167516
-11.3309,0.861373,1.0038,1,1,0,11.3371,0.761241,0.19274
-10.5712,1,1.15672,1,3,0,11.0837,0.822466,0.150767
-10.7806,0.856808,1.76038,1,1,0,10.8598,0.798603,0.167636
-10.5388,1,2.00132,1,1,0,10.5893,0.85508,0.126576
-10.5388,9.1913e-21,3.02455,1,1,0,11.1608,0.85508,0.126576
-10.8112,0.981921,0.623766,2,5,0,10.9663,0.795985,0.169446
-10.5647,0.991007,0.910946,3,7,0,10.8914,0.82361,0.149942
-11.4706,0.659448,1.34934,1,1,0,11.4854,0.753572,0.197708
-10.9447,1,1.03988,1,1,0,11.3594,0.785624,0.176532
-10.6294,1,1.5606,1,1,0,10.8437,0.814121,0.156743
-10.5108,1,2.33306,1,1,0,10.5423,0.840108,0.137851
-10.5108,9.26215e-11,3.47476,1,1,0,10.9397,0.840108,0.137851
-10.6814,0.981472,0.753522,3,7,0,10.8229,0.808148,0.16097
-10.5112,0.999588,1.08467,1,3,0,10.6659,0.839689,0.138162
-11.1959,0.465598,1.61081,2,3,0,11.9457,0.89759,0.0928964
-11.4971,0.970485,0.865398,1,1,0,11.505,0.906674,0.0853599
-10.816,1,1.21324,2,3,0,11.282,0.795577,0.169727
-10.816,0.599901,1.79254,1,1,0,11.3023,0.795577,0.169727
-12.727,0.644802,1.24772,2,3,0,12.7599,0.930399,0.0650716
-13.585,0.932429,0.947239,1,1,0,13.6131,0.941082,0.0556394
-12.3093,1,1.22944,1,1,0,13.4698,0.923856,0.0707564
-10.9609,0.713277,1.80393,1,3,0,11.4661,0.784466,0.177316
-11.8381,0.68804,1.55624,2,3,0,12.2884,0.914839,0.078478
-10.87,1,1.28337,1,1,0,11.6153,0.884037,0.103913
-10.87,0.182514,1.87347,1,1,0,11.412,0.884037,0.103913
-10.7904,1,0.616685,1,1,0,10.8654,0.879605,0.107458
-10.5216,0.97252,0.900054,1,3,0,11.1121,0.833903,0.142438
-10.6138,0.983305,1.24623,2,3,0,10.6286,0.865869,0.118268
-10.8425,0.889958,1.75464,1,1,0,10.9025,0.88258,0.105082
-10.8425,0.0101291,2.0847,1,1,0,11.4015,0.88258,0.105082
-10.5145,0.999386,0.515643,2,7,0,10.8649,0.837134,0.140056
-11.0772,0.87114,0.746486,1,3,0,12.2034,0.893264,0.0964424
-10.5261,1,0.858889,2,3,0,11.0056,0.851959,0.128951
-10.5118,0.998924,1.23861,1,3,0,10.5286,0.839047,0.138638
-10.5118,0.151524,1.77776,2,3,0,11.3967,0.839047,0.138638
-10.721,0.972023,0.57849,2,7,0,11.136,0.804111,0.163802
-10.5188,0.972048,0.792341,2,3,0,11.0372,0.835019,0.141617
-11.0649,0.88744,1.08269,1,3,0,11.1156,0.777367,0.182093
-11.2227,0.929886,1.27512,1,1,0,11.4434,0.767515,0.188631
-10.8988,1,1.61363,1,1,0,11.2984,0.789014,0.174227
-10.8988,0.338614,2.29899,1,3,0,11.9041,0.789014,0.174227
-10.7087,1,1.05459,1,1,0,10.8679,0.805325,0.162952
-10.6079,1,1.50086,1,1,0,10.7067,0.816927,0.154744
-10.6079,0.493256,2.13049,1,1,0,10.7629,0.816927,0.154744
-11.699,0.793187,1.2803,2,3,0,11.8103,0.911714,0.0811235
-10.5345,0.981121,1.28002,2,3,0,11.7834,0.854132,0.127299
-10.6185,0.954075,1.75459,1,1,0,10.6364,0.866358,0.117887
-10.5963,0.946345,2.29354,1,3,0,10.5965,0.818563,0.153573
-10.5963,0.00101098,2.95406,1,1,0,11.46,0.818563,0.153573
-10.5154,0.998722,0.789253,3,7,0,10.6293,0.836639,0.140421
-10.5455,0.952967,1.11073,2,3,0,10.7867,0.856436,0.125541
-10.7432,0.95669,1.44603,2,3,0,10.7461,0.876604,0.109842
-10.7432,0.00113096,1.89067,1,1,0,12.0334,0.876604,0.109842
-10.5419,0.99256,0.515003,2,5,0,11.0755,0.85572,0.126088
-10.8023,0.931619,0.715144,1,3,0,11.6151,0.796729,0.168932
-10.7609,0.966896,0.897238,2,3,0,11.1761,0.800363,0.166414
-11.244,0.832921,1.19023,1,1,0,11.2914,0.766254,0.189461
-11.244,0.884261,1.26877,1,3,0,11.7542,0.766254,0.189461
-11.0635,1,1.46861,2,3,0,11.1117,0.892731,0.0968774
-11.0635,0.041268,2.0456,1,1,0,11.5496,0.892731,0.0968774
-10.9922,0.96761,0.611669,2,5,0,12.2565,0.782269,0.178801
-10.9579,1,0.809514,2,3,0,11.0477,0.784681,0.177171
-10.8139,1,1.12602,1,1,0,10.9812,0.795757,0.169603
-10.565,1,1.56299,1,1,0,10.712,0.823547,0.149987
-10.565,0.154006,2.16502,1,1,0,11.2255,0.823547,0.149987
-10.5534,1,0.787852,1,1,0,10.5659,0.825729,0.148408
-11.4292,0.86819,1.09136,2,3,0,11.4347,0.904813,0.0869137
-12.3116,0.781512,1.22704,1,3,0,13.6153,0.71373,0.222558
-10.9658,0.829126,1.20387,2,3,0,13.5297,0.888635,0.100206
-10.5535,0.928877,1.27222,2,3,0,11.4392,0.857878,0.124437
-10.5301,1,1.56929,1,1,0,10.5515,0.853033,0.128135
-10.5301,0.386439,2.15841,1,1,0,11.0419,0.853033,0.128135
-10.5107,0.999191,1.14861,1,3,0,10.5334,0.840271,0.137729
-10.5271,0.925637,1.57623,2,3,0,10.6332,0.852233,0.128743
-11.6339,0.517974,1.92842,1,1,0,11.672,0.910161,0.0824337
-13.4372,0.800048,1.26245,2,3,0,14.177,0.66911,0.248623
-11.6861,1,1.27435,1,1,0,13.0641,0.742489,0.204778
-15.084,0.0951943,1.74381,2,3,0,16.2133,0.954394,0.0436165
-11.6695,0.986821,0.603294,2,5,0,16.3281,0.743316,0.204255
-10.9996,1,0.809477,1,1,0,11.5435,0.781756,0.179147
-10.9996,0.167565,1.10606,1,1,0,13.5534,0.781756,0.179147
-10.881,0.98284,0.431072,2,7,0,11.8695,0.884602,0.103459
-10.6356,0.98775,0.574013,2,5,0,11.4411,0.813356,0.157287
-10.5144,0.67001,0.768734,3,7,0,15.7481,0.837198,0.140009
-11.7026,0.920997,0.639725,2,7,0,12.1377,0.9118,0.081051
-12.1706,0.96814,0.774191,1,1,0,12.1715,0.921413,0.0728608
-12.0155,1,1.00374,1,1,0,12.3088,0.918485,0.0753711
-11.3334,1,1.3622,1,1,0,11.9598,0.90202,0.0892368
-10.542,0.901318,1.84558,1,3,0,10.8332,0.828135,0.146659
-11.7819,0.209662,2.15881,1,1,0,12.4928,0.737794,0.207736
-10.989,0.701614,0.914016,2,3,0,14.5854,0.889655,0.0993792
-11.3458,0.923859,0.798894,2,3,0,12.1964,0.902392,0.0889282
-11.3054,1,0.966636,1,1,0,11.4409,0.901159,0.08995
-12.1144,0.844365,1.30541,1,1,0,12.1698,0.920377,0.073751
-12.9775,0.947276,1.40396,2,3,0,13.2047,0.933845,0.0620505
-10.5372,0.369013,1.75201,2,3,0,11.7403,0.829277,0.145827
-10.5115,0.890901,0.946961,3,7,0,11.3308,0.839371,0.138398
-10.5174,0.968759,1.08932,2,3,0,10.7144,0.848898,0.131267
-10.9042,0.898065,1.40043,1,3,0,10.9167,0.788609,0.174503
-10.9042,0.00134461,1.62471,1,1,0,13.3636,0.788609,0.174503
-10.975,0.994854,0.522398,1,1,0,10.9803,0.783464,0.177994
-10.9563,1,0.696983,1,1,0,11.0192,0.784795,0.177094
-10.5411,0.950192,0.935362,1,3,0,11.3454,0.855563,0.126208
-10.5999,0.994582,1.16784,2,3,0,10.6,0.818046,0.153944
-11.0406,0.562758,1.55091,2,3,0,11.7242,0.891813,0.097625
-11.0559,0.997253,1.11768,1,1,0,11.1587,0.892429,0.0971235
-10.8529,1,1.48791,2,3,0,11.0885,0.88314,0.104633
-10.7374,1,1.98559,1,1,0,10.9513,0.876217,0.110148
-10.7374,0.000213145,2.64595,1,1,0,10.902,0.876217,0.110148
-10.7536,0.998016,0.869882,1,1,0,10.7781,0.877299,0.109291
-10.5413,0.999615,1.15664,1,3,0,10.7091,0.855611,0.126171
-10.5413,0.358812,1.53921,1,1,0,11.3582,0.855611,0.126171
-10.5704,0.998363,0.840292,2,5,0,10.5704,0.822615,0.15066
-10.6276,0.953558,1.11557,2,3,0,10.8436,0.867291,0.117161
-10.7317,0.988519,1.39022,2,3,0,10.7759,0.803075,0.164526
-10.5111,1,1.81608,1,1,0,10.5851,0.844901,0.134274
-10.5111,9.32947e-22,2.40708,1,1,0,12.3158,0.844901,0.134274
-11.8246,0.908138,0.808063,2,3,0,11.8286,0.735743,0.209022
-11.9542,0.962459,0.944998,1,1,0,12.2592,0.729653,0.212813
-10.7826,1,1.18934,2,3,0,12.2384,0.879128,0.107837
-12.5271,0.191242,1.5737,2,3,0,15.1207,0.927406,0.0676804
-12.6604,0.993691,0.692721,1,1,0,12.734,0.929427,0.0659207
-12.0475,1,0.908707,1,1,0,12.6255,0.919106,0.0748399
-11.2367,1,1.20074,1,1,0,11.9182,0.898964,0.0917645
-11.7832,0.840123,1.58459,1,1,0,11.987,0.913635,0.0794993
-12.3889,0.612895,1.68388,2,3,0,12.5573,0.710429,0.224548
-10.7757,1,1.31816,1,1,0,11.6961,0.799034,0.167337
-12.7184,0.164315,1.73584,2,3,0,12.9347,0.930275,0.0651805
-12.6724,1,0.746398,1,1,0,12.8506,0.929604,0.0657659
-11.7152,1,0.982915,2,3,0,12.5692,0.912093,0.0808039
-13.9176,0.707968,1.29278,1,3,0,14.9631,0.651731,0.258308
-10.6948,1,1.152,1,1,0,12.6529,0.806739,0.16196
-11.0858,0.792657,1.51276,1,1,0,11.2114,0.776003,0.183004
-10.5225,1,1.50807,1,1,0,10.7981,0.833581,0.142676
-10.5318,0.996927,1.97677,1,3,0,10.5321,0.853469,0.127804
-10.5318,1.64168e-89,2.57761,1,1,0,12.9092,0.853469,0.127804
-10.5376,0.989886,0.905371,1,3,0,10.6373,0.829185,0.145894
-10.7591,0.927233,1.17031,1,3,0,10.9228,0.877657,0.109007
-10.8962,0.822426,1.3921,2,3,0,11.8119,0.885361,0.102848
-11.1659,0.971366,1.443,2,3,0,11.5831,0.896547,0.0937542
-11.9403,0.724193,1.81591,1,1,0,12.2292,0.916981,0.0766554
-10.5306,0.808996,1.65531,1,3,0,11.3187,0.853174,0.128029
-10.5266,1,1.68511,1,1,0,10.5378,0.852093,0.128849
-10.5101,1,2.19673,1,1,0,10.5138,0.841518,0.136801
-10.5101,0.000661809,2.86047,1,1,0,10.862,0.841518,0.136801
-10.6221,0.972223,1.02529,1,3,0,10.6784,0.866733,0.117595
-10.6981,0.992912,1.28879,2,3,0,10.7192,0.873386,0.112385
-11.1372,0.829614,1.66204,1,1,0,11.206,0.895518,0.0945985
-11.1372,0.404769,1.73675,1,1,0,12.9443,0.895518,0.0945985
-10.6291,0.943465,1.05372,1,3,0,11.7749,0.814158,0.156718
-10.8012,0.934213,1.27426,1,1,0,10.832,0.796825,0.168865
-10.7238,0.846693,1.52169,2,3,0,11.1313,0.803836,0.163994
-10.5537,0.999904,1.62463,2,3,0,10.6578,0.825667,0.148452
-10.5537,2.80364e-05,2.10617,1,1,0,12.0032,0.825667,0.148452
-10.7308,0.920587,0.768914,1,3,0,11.4535,0.875761,0.110509
-10.7912,0.92749,0.902128,1,3,0,11.7842,0.797679,0.168275
-10.7912,0.934314,1.06699,1,1,0,10.9928,0.797679,0.168275
-10.6708,1,1.27199,1,1,0,10.7925,0.809292,0.160163
-10.5101,1,1.64567,1,1,0,10.579,0.843149,0.135585
-10.5203,0.990904,2.12695,1,1,0,10.5226,0.85007,0.130382
-10.8762,0.543548,2.71511,1,1,0,11.1545,0.790749,0.173042
-10.5329,1,1.98037,1,1,0,10.6766,0.830381,0.145021
-10.5329,0.487306,2.5547,1,1,0,10.691,0.830381,0.145021
-10.5438,0.997546,1.73973,2,3,0,10.5447,0.827741,0.146946
-10.5614,0.980693,2.23576,1,1,0,10.6077,0.824196,0.149518
-10.5614,0.323686,2.81109,1,1,0,10.601,0.824196,0.149518
-11.7238,0.426967,1.5667,2,3,0,11.8485,0.912291,0.0806366
-11.8583,0.984522,0.994119,1,1,0,11.9847,0.915271,0.0781106
-10.6598,1,1.25611,2,3,0,11.5249,0.810511,0.159303
-10.9816,0.807837,1.61619,1,1,0,11.1118,0.783002,0.178306
-11.797,0.533599,1.64092,2,3,0,12.0716,0.737067,0.208192
-11.797,0.0100418,1.19046,1,1,0,15.6229,0.737067,0.208192
-11.8805,0.99433,0.455789,1,1,0,11.9242,0.733091,0.210677
-11.9615,0.990908,0.582379,1,1,0,12.0641,0.729314,0.213023
-11.6854,0.906049,0.740349,2,3,0,13.2624,0.742521,0.204758
-11.1424,1,0.848109,1,1,0,11.5927,0.772412,0.185395
-10.5169,0.990899,1.08838,1,3,0,11.1771,0.848698,0.131418
-10.5169,0.198215,1.38011,1,1,0,12.2283,0.848698,0.131418
-10.8535,0.986607,0.670287,3,7,0,10.8709,0.792524,0.171826
-10.5296,0.944632,0.845558,2,5,0,11.2913,0.85292,0.128222
-10.842,0.972056,1.01317,2,3,0,10.8502,0.793446,0.171193
-10.7882,0.791428,1.2539,2,3,0,11.7223,0.87947,0.107565
-10.8333,0.988999,1.24826,1,1,0,10.8974,0.882076,0.105484
-10.8333,0.113681,1.57471,1,1,0,12.4928,0.882076,0.105484
-10.5587,0.993185,0.696419,1,3,0,10.989,0.858757,0.123763
-10.574,0.999278,0.883121,2,3,0,10.577,0.861045,0.122002
-10.6126,0.991306,1.12708,1,1,0,10.6199,0.865738,0.118369
-10.6126,0.681509,1.42359,1,3,0,11.5747,0.865738,0.118369
-10.7939,0.953891,1.24339,1,1,0,10.7992,0.879816,0.107289
-10.6251,1,1.50082,1,1,0,10.7626,0.867038,0.117358
-10.6251,9.57408e-05,1.91191,1,1,0,12.1171,0.867038,0.117358
-10.5617,0.999622,0.746471,2,3,0,10.6369,0.859236,0.123395
-10.5803,0.99446,0.950847,2,3,0,10.6356,0.861898,0.121344
-10.7961,0.938018,1.20282,1,3,0,10.9666,0.797258,0.168566
-13.116,0.232322,1.42269,1,1,0,13.4509,0.6812,0.241735
-11.8273,1,0.734606,1,1,0,12.881,0.735613,0.209103
-11.0361,1,0.934576,2,3,0,11.6409,0.779275,0.180815
-10.5242,0.890205,1.18799,2,3,0,11.5927,0.851377,0.129392
-10.5242,0.92317,1.32731,1,3,0,10.7531,0.851377,0.129392
-10.5242,0.196102,1.54047,1,1,0,11.6415,0.851377,0.129392
-10.7785,0.961267,0.766744,1,3,0,10.9733,0.87888,0.108034
-10.7341,0.999295,0.930526,2,7,0,10.7771,0.802853,0.164681
